Positive Sample Scores,Sampling Category
0.507511557,1
0.511199034,1
0.51528852,1
0.508209602,1
0.514585828,1
0.51343245,1
0.515059594,1
0.514804177,1
0.512720182,1
0.512319853,1
0.503037113,1
0.512515215,1
0.50154504,1
0.512194934,1
0.511062447,1
0.507885684,1
0.504905088,1
0.507250489,1
0.508120753,1
0.51196604,1
0.503375581,1
0.511714201,1
0.500830934,1
0.511466767,1
0.510612911,1
0.500781642,1
0.501759838,1
0.5045451,1
0.50490748,1
0.501498803,1
0.518218633,1
0.500529332,1
0.510593847,1
0.504026055,1
0.505477838,1
0.505388411,1
0.504565631,1
0.512311961,1
0.511764626,1
0.509123377,1
0.51010209,1
0.504241478,1
0.517847015,1
0.502096895,1
0.50002657,1
0.510263618,1
0.507688102,1
0.502841727,1
0.52012606,1
0.507056391,1
0.504718975,1
0.506971246,1
0.512036599,1
0.507505929,1
0.507816651,1
0.513030017,1
0.507596513,1
0.508894654,1
0.500961706,1
0.50281267,1
0.505692142,1
0.512416482,1
0.507549514,1
0.50560867,1
0.510071123,1
0.500852787,1
0.510685205,1
0.510836765,1
0.514549908,1
0.511037766,1
0.505867068,1
0.516198414,1
0.501029549,1
0.510395409,1
0.5128048,1
0.510840793,1
0.512584237,1
0.510129941,1
0.51368671,1
0.505406529,1
0.503760987,1
0.508178605,1
0.501713716,1
0.50744318,1
0.507891387,1
0.503479521,1
0.501305637,1
0.509693323,1
0.504664375,1
0.513254529,1
0.516263126,1
0.511776177,1
0.501879239,1
0.50221871,1
0.5107354,1
0.506253399,1
0.516400077,1
0.501834729,1
0.510817964,1
0.513759388,1
0.507347641,1
0.518142904,1
0.50734153,1
0.510824901,1
0.508321202,1
0.515863262,1
0.50830159,1
0.508620486,1
0.512400639,1
0.504188462,1
0.51629694,1
0.506504576,1
0.504124756,1
0.514649004,1
0.510671487,1
0.505634194,1
0.510646581,1
0.501629374,1
0.51048599,1
0.503474769,1
0.519272242,1
0.507127682,1
0.503636963,1
0.507710719,1
0.510619235,1
0.516049624,1
0.513492906,1
0.50655118,1
0.506998768,1
0.503817486,1
0.510623886,1
0.515138956,1
0.503073521,1
0.50977294,1
0.502037009,1
0.50029251,1
0.510534943,1
0.511415274,1
0.502652125,1
0.504535528,1
0.5150301,1
0.509937341,1
0.506601274,1
0.511046999,1
0.500176857,1
0.501890736,1
0.500819284,1
0.514991565,1
0.505123903,1
0.506606573,1
0.509091793,1
0.511396831,1
0.512185399,1
0.516287276,1
0.500095012,1
0.508530552,1
0.510008106,1
0.51574262,1
0.501102131,1
0.513130683,1
0.50588759,1
0.510247637,1
0.502660127,1
0.501146875,1
0.511414152,1
0.517693664,1
0.514486979,1
0.506072621,1
0.511605218,1
0.513309463,1
0.512815997,1
0.512376606,1
0.511847629,1
0.508758497,1
0.510939914,1
0.511090123,1
0.509448668,1
0.501243025,1
0.508445704,1
0.502555013,1
0.501920066,1
0.51370695,1
0.503178017,1
0.500808219,1
0.50043767,1
0.50910863,1
0.51059329,1
0.517240155,1
0.500712927,1
0.510096205,1
0.50048178,1
0.508726601,1
0.511309993,1
0.504087134,1
0.50507957,1
0.51355239,1
0.502048611,1
0.506038761,1
0.509983895,1
0.50124877,1
0.511395929,1
0.509461308,1
0.509679061,1
0.500153797,1
0.51259881,1
0.503784645,1
0.508112668,1
0.502266104,1
0.501433759,1
0.501306032,1
0.505446555,1
0.506541692,1
0.509433076,1
0.514086704,1
0.505183932,1
0.501820554,1
0.510134319,1
0.517024496,1
0.510955446,1
0.506497972,1
0.504767236,1
0.516342766,1
0.503623277,1
0.500730429,1
0.504271446,1
0.507754221,1
0.513208848,1
0.505769149,1
0.514516657,1
0.502198216,1
0.508000987,1
0.511435311,1
0.508338994,1
0.500008523,1
0.50735205,1
0.502072993,1
0.516435509,1
0.50770655,1
0.517553775,1
0.520490181,1
0.508851165,1
0.509235834,1
0.512311061,1
0.512338292,1
0.501412826,1
0.51590193,1
0.514531037,1
0.509324871,1
0.512409271,1
0.514270551,1
0.508958864,1
0.503970772,1
0.502788336,1
0.514687898,1
0.51334145,1
0.51231248,1
0.515413952,1
0.501934543,1
0.510476092,1
0.505906183,1
0.507226332,1
0.512429426,1
0.510466496,1
0.502736103,1
0.506619036,1
0.516108945,1
0.510396646,1
0.514076249,1
0.512063496,1
0.500863209,1
0.513085426,1
0.502257235,1
0.50434936,1
0.512268392,1
0.509619708,1
0.503336068,1
0.503564975,1
0.511989254,1
0.512095562,1
0.502678582,1
0.512409076,1
0.505674151,1
0.500235515,1
0.512930764,1
0.510661094,1
0.509281044,1
0.507393986,1
0.501683336,1
0.514252693,1
0.515277093,1
0.509889038,1
0.502110977,1
0.509621282,1
0.505887933,1
0.504217085,1
0.50771667,1
0.51081628,1
0.503622694,1
0.504241063,1
0.505780425,1
0.509472037,1
0.511810445,1
0.504448518,1
0.507273334,1
0.501275432,1
0.5005748,1
0.509989451,1
0.511339815,1
0.510914531,1
0.517463676,1
0.512105234,1
0.500982381,1
0.504692302,1
0.506693413,1
0.516624797,1
0.513633809,1
0.514780907,1
0.512728347,1
0.515908803,1
0.507399682,1
0.515143195,1
0.513299952,1
0.509788017,1
0.512165661,1
0.516804384,1
0.509421165,1
0.500289362,1
0.505407244,1
0.515356294,1
0.511081378,1
0.510707903,1
0.505857949,1
0.506899647,1
0.511247985,1
0.503328603,1
0.501110486,1
0.508272103,1
0.51748058,1
0.501689071,1
0.509448872,1
0.505778438,1
0.504576095,1
0.51410702,1
0.506256243,1
0.505353023,1
0.501070426,1
0.513523761,1
0.500359585,1
0.500294057,1
0.502205488,1
0.516377294,1
0.509132557,1
0.503059589,1
0.506735375,1
0.50587566,1
0.505212709,1
0.515410215,1
0.505809371,1
0.501467678,1
0.512430968,1
0.51338394,1
0.51382793,1
0.504062716,1
0.510085894,1
0.509437247,1
0.502362815,1
0.501237355,1
0.50335121,1
0.51275056,1
0.517195146,1
0.510063418,1
0.509478152,1
0.510550331,1
0.502341778,1
0.50010521,1
0.509480139,1
0.517429223,1
0.513978047,1
0.513438185,1
0.506226676,1
0.505494264,1
0.512386163,1
0.501619184,1
0.510381578,1
0.511307212,1
0.502127255,1
0.506062243,1
0.502283669,1
0.503432389,1
0.515717025,1
0.501129506,1
0.514596037,1
0.506000909,1
0.505527822,1
0.503450403,1
0.506347884,1
0.506546056,1
0.511495434,1
0.506699122,1
0.501124081,1
0.50400148,1
0.507884631,1
0.509873047,1
0.502428436,1
0.510686822,1
0.505140596,1
0.507739667,1
0.507772739,1
0.501275937,1
0.50798105,1
0.515498156,1
0.51086293,1
0.505021626,1
0.506222174,1
0.510583142,1
0.510933607,1
0.507986156,1
0.501220728,1
0.509794999,1
0.507218318,1
0.507580909,1
0.508411204,1
0.501017314,1
0.501251965,1
0.515285593,1
0.508429849,1
0.512609233,1
0.512456909,1
0.507395498,1
0.507237222,1
0.513465608,1
0.514256804,1
0.500333565,1
0.514560072,1
0.500260867,1
0.506618493,1
0.502374895,1
0.502150754,1
0.508896101,1
0.5058151,1
0.511801843,1
0.502503834,1
0.512100484,1
0.506488123,1
0.511014168,1
0.503493233,1
0.507238559,1
0.506561746,1
0.50365668,1
0.507122616,1
0.504410918,1
0.50921891,1
0.503692265,1
0.503052385,1
0.516857476,1
0.513525265,1
0.508809886,1
0.512829661,1
0.501705306,1
0.504892644,1
0.513946239,1
0.507168044,1
0.51632334,1
0.50485123,1
0.5015936,1
0.510726999,1
0.504050479,1
0.511509289,1
0.50002528,1
0.517264349,1
0.509739588,1
0.513156362,1
0.506673141,1
0.513456,1
0.503018141,1
0.506808254,1
0.505120471,1
0.512843794,1
0.511191118,1
0.504449175,1
0.506045893,1
0.511518634,1
0.507166152,1
0.510875662,1
0.516801824,1
0.510010362,1
0.512323776,1
0.506516681,1
0.513698331,1
0.512864598,1
0.506020282,1
0.512050953,1
0.502194936,1
0.500760369,1
0.512321865,1
0.508905458,1
0.502109725,1
0.500945056,1
0.5103053,1
0.516592098,1
0.502922462,1
0.500175692,1
0.514597675,1
0.502935886,1
0.511256628,1
0.504312838,1
0.510195027,1
0.502607026,1
0.513477649,1
0.507212595,1
0.50485431,1
0.50028617,1
0.502438211,1
0.503326573,1
0.513086713,1
0.511809208,1
0.50583493,1
0.509939538,1
0.515923918,1
0.51275087,1
0.504497581,1
0.507353645,1
0.508122315,1
0.514878261,1
0.505123016,1
0.511428766,1
0.507731089,1
0.511009033,1
0.506802775,1
0.505400223,1
0.51131966,1
0.512117065,1
0.510669393,1
0.513590422,1
0.511866754,1
0.505737913,1
0.500855667,1
0.515886563,1
0.515242346,1
0.513968819,1
0.506213768,1
0.511736017,1
0.507105737,1
0.511272182,1
0.510247035,1
0.51436306,1
0.514270046,1
0.506648561,1
0.505326096,1
0.508855087,1
0.50601385,1
0.513349784,1
0.503357992,1
0.506889536,1
0.512926102,1
0.510896382,1
0.511069376,1
0.503348417,1
0.500313225,1
0.505634811,1
0.507855886,1
0.507853804,1
0.511075515,1
0.513782538,1
0.510615147,1
0.503522344,1
0.510839491,1
0.505268213,1
0.509241707,1
0.506321478,1
0.509544498,1
0.508857806,1
0.506239274,1
0.507045051,1
0.509812298,1
0.515806254,1
0.508832414,1
0.500806922,1
0.504781344,1
0.504440761,1
0.507778267,1
0.503253004,1
0.515857745,1
0.513046368,1
0.509253821,1
0.509227285,1
0.50414458,1
0.513099512,1
0.513542722,1
0.511216725,1
0.509974557,1
0.511934853,1
0.505865528,1
0.511108532,1
0.505140006,1
0.511365654,1
0.503015881,1
0.509624626,1
0.510169592,1
0.504160102,1
0.511072874,1
0.51092247,1
0.507505286,1
0.502836702,1
0.506848722,1
0.508872841,1
0.500121027,1
0.506530454,1
0.502269042,1
0.516843469,1
0.513005096,1
0.50070358,1
0.508444097,1
0.510384754,1
0.512245203,1
0.509451074,1
0.510572344,1
0.513467734,1
0.503281633,1
0.503816991,1
0.504813159,1
0.508923245,1
0.504874998,1
0.512280385,1
0.504232956,1
0.511654771,1
0.510551696,1
0.50445296,1
0.50288716,1
0.516775796,1
0.509632393,1
0.511568408,1
0.505618416,1
0.505262636,1
0.510047072,1
0.501884856,1
0.509134893,1
0.514643751,1
0.508054968,1
0.510919091,1
0.515041535,1
0.506038639,1
0.520660172,1
0.508006563,1
0.510466461,1
0.505288558,1
0.51153085,1
0.510263496,1
0.50912968,1
0.503469337,1
0.510075858,1
0.507593439,1
0.505139726,1
0.510482959,1
0.513863733,1
0.503139936,1
0.50920389,1
0.503324411,1
0.513118301,1
0.518621126,1
0.509186236,1
0.505971106,1
0.51233343,1
0.50517543,1
0.505837175,1
0.502095145,1
0.517908039,1
0.515446346,1
0.513727986,1
0.501341187,1
0.507163555,1
0.504579544,1
0.506321108,1
0.503065112,1
0.505490522,1
0.511823525,1
0.513590277,1
0.514578901,1
0.504762626,1
0.508099994,1
0.515835759,1
0.515836943,1
0.513400078,1
0.511350872,1
0.511893923,1
0.508849123,1
0.502250152,1
0.509969733,1
0.507819337,1
0.512769945,1
0.506027725,1
0.501620894,1
0.511333516,1
0.504534628,1
0.503153756,1
0.511269071,1
0.509855396,1
0.513669798,1
0.501483371,1
0.512496102,1
0.509695677,1
0.518289606,1
0.500984781,1
0.514601789,1
0.505714766,1
0.512215082,1
0.506889544,1
0.508782682,1
0.503976664,1
0.501345089,1
0.502550378,1
0.519811365,1
0.505956318,1
0.500828252,1
0.503549175,1
0.516428584,1
0.511059051,1
0.511331527,1
0.505962657,1
0.513231797,1
0.510093706,1
0.509520897,1
0.511720288,1
0.511012651,1
0.51162368,1
0.510401911,1
0.51568909,1
0.505263811,1
0.509749074,1
0.513511165,1
0.507880912,1
0.516748679,1
0.510898279,1
0.501622569,1
0.511007486,1
0.514888747,1
0.506441089,1
0.504154347,1
0.513953933,1
0.510109245,1
0.513448481,1
0.506383148,1
0.501499708,1
0.509795604,1
0.508892285,1
0.500810554,1
0.50275223,1
0.502764147,1
0.518278486,1
0.504705434,1
0.516569208,1
0.503477466,1
0.505268333,1
0.51045757,1
0.511839694,1
0.516031693,1
0.50297586,1
0.518556813,1
0.504530401,1
0.514625369,1
0.509190985,1
0.509324059,1
0.505256581,1
0.500194185,1
0.508554638,1
0.505617774,1
0.500723269,1
0.511131126,1
0.511722706,1
0.50594168,1
0.510662026,1
0.511868703,1
0.503446358,1
0.510783965,1
0.510722646,1
0.51145941,1
0.501022559,1
0.502497877,1
0.507875396,1
0.505309618,1
0.506616774,1
0.50766334,1
0.506354828,1
0.512341258,1
0.501943078,1
0.504676551,1
0.512729501,1
0.511747028,1
0.503649998,1
0.504214755,1
0.502093408,1
0.514406334,1
0.500003255,1
0.509515543,1
0.502931154,1
0.507350175,1
0.510677242,1
0.511049336,1
0.506727654,1
0.504698139,1
0.51641618,1
0.501003481,1
0.506545524,1
0.503029858,1
0.501033191,1
0.500624135,1
0.511669913,1
0.510983688,1
0.512122137,1
0.50749956,1
0.505749169,1
0.504551229,1
0.505511194,1
0.504408803,1
0.504177808,1
0.515580961,1
0.515488326,1
0.507613596,1
0.510460503,1
0.516495696,1
0.512106094,1
0.500144492,1
0.50913831,1
0.513493345,1
0.50535405,1
0.514687006,1
0.51479431,1
0.502965125,1
0.508833106,1
0.504658163,1
0.512748232,1
0.513264152,1
0.510241382,1
0.519248183,1
0.513657837,1
0.504862129,1
0.512096134,1
0.513952584,1
0.516512411,1
0.511139931,1
0.513735149,1
0.503745542,1
0.508700382,1
0.506019932,1
0.506523425,1
0.506628344,1
0.512270126,1
0.508804755,1
0.512342177,1
0.50548437,1
0.509419118,1
0.511491099,1
0.511145703,1
0.514229859,1
0.514864961,1
0.501735361,1
0.50315956,1
0.511898716,1
0.503157763,1
0.508368046,1
0.501314592,1
0.504455057,1
0.508130418,1
0.509943741,1
0.509881198,1
0.504135261,1
0.512026982,1
0.514182237,1
0.517634418,1
0.503198344,1
0.506275096,1
0.505356455,1
0.509208799,1
0.510992706,1
0.501060203,1
0.506335333,1
0.501329597,1
0.511640686,1
0.508819948,1
0.511945529,1
0.517388657,1
0.516557756,1
0.508985722,1
0.51286905,1
0.503805329,1
0.513154744,1
0.506759046,1
0.506078271,1
0.512877244,1
0.506136359,1
0.504043422,1
0.500954731,1
0.513396945,1
0.513667682,1
0.509118891,1
0.507670418,1
0.503475587,1
0.507052205,1
0.502197921,1
0.511927692,1
0.50949039,1
0.508286024,1
0.515134877,1
0.505895517,1
0.5074209,1
0.509515309,1
0.502522566,1
0.517016331,1
0.51534678,1
0.503188244,1
0.513263083,1
0.507075835,1
0.514266931,1
0.511627473,1
0.513614531,1
0.512930776,1
0.501511008,1
0.51203489,1
0.502009117,1
0.512636956,1
0.503726259,1
0.50699852,1
0.502963155,1
0.511584014,1
0.504939139,1
0.508745261,1
0.504586751,1
0.505389246,1
0.503380858,1
0.510466413,1
0.511118227,1
0.51140802,1
0.511179182,1
0.511701168,1
0.511413037,1
0.500410842,1
0.510452257,1
0.508857981,1
0.505539518,1
0.506306443,1
0.510559969,1
0.506053874,1
0.507540063,1
0.512005547,1
0.50126128,1
0.512748976,1
0.505683683,1
0.508690975,1
0.50888313,1
0.501305307,1
0.509977713,1
0.512095045,1
0.509976118,1
0.514016764,1
0.507001467,1
0.515444463,1
0.507337143,1
0.501526703,1
0.500876209,1
0.501622094,1
0.513206952,1
0.519072047,1
0.507516801,1
0.511806258,1
0.513222846,1
0.509597673,1
0.514634654,1
0.512399008,1
0.512230732,1
0.511644444,1
0.50659587,1
0.507889853,1
0.514970334,1
0.509621157,1
0.513911491,1
0.513912608,1
0.511878632,1
0.503661047,1
0.504806772,1
0.51164328,1
0.508823921,1
0.510237214,1
0.511572128,1
0.509268676,1
0.510841825,1
0.512256727,1
0.501140856,1
0.506568092,1
0.501017084,1
0.510635968,1
0.512112315,1
0.50959212,1
0.50428527,1
0.500113402,1
0.507407238,1
0.504298649,1
0.500189955,1
0.504360979,1
0.513134647,1
0.508097989,1
0.507153739,1
0.514078285,1
0.510809635,1
0.509750146,1
0.504585431,1
0.512614015,1
0.505333263,1
0.50851347,1
0.507102397,1
0.505599398,1
0.504603805,1
0.513634137,1
0.508524286,1
0.501562727,1
0.509768087,1
0.514453762,1
0.501108048,1
0.503872368,1
0.506010893,1
0.510444063,1
0.514254034,1
0.504667754,1
0.502583592,1
0.503369064,1
0.509754242,1
0.516572492,1
0.502187169,1
0.51054847,1
0.502406386,1
0.507722431,1
0.509110542,1
0.511516613,1
0.513449537,1
0.514907965,1
0.502990232,1
0.503430086,1
0.512014889,1
0.507669896,1
0.506258986,1
0.50653886,1
0.502697151,1
0.517319728,1
0.503220263,1
0.51261825,1
0.510683929,1
0.509774734,1
0.503974079,1
0.513132362,1
0.516956897,1
0.514520548,1
0.518356761,1
0.500402812,1
0.500286842,1
0.511900312,1
0.515904867,1
0.507661673,1
0.502569777,1
0.510027125,1
0.514453507,1
0.516559636,1
0.515407625,1
0.51413265,1
0.513843838,1
0.510476361,1
0.508449673,1
0.502403804,1
0.501907136,1
0.506076698,1
0.506017887,1
0.510764691,1
0.516010542,1
0.509622194,1
0.507346631,1
0.502824822,1
0.51484585,1
0.512586021,1
0.51213771,1
0.501900963,1
0.511271752,1
0.513373704,1
0.51663566,1
0.513464926,1
0.508929258,1
0.507309912,1
0.507056184,1
0.503592743,1
0.505276307,1
0.508515324,1
0.504565043,1
0.514179487,1
0.50745713,1
0.508800384,1
0.503091273,1
0.514011456,1
0.509055397,1
0.51203098,1
0.516058777,1
0.509409157,1
0.501815092,1
0.509955899,1
0.512358885,1
0.503448608,1
0.513105035,1
0.50485798,1
0.506905426,1
0.502360865,1
0.508676759,1
0.510075503,1
0.514291264,1
0.513880328,1
0.507029844,1
0.51574479,1
0.504254365,1
0.516141337,1
0.511433769,1
0.502448705,1
0.514885647,1
0.515145243,1
0.502828602,1
0.505185402,1
0.503885872,1
0.500863849,1
0.51001052,1
0.514181828,1
0.504941432,1
0.512817419,1
0.504827705,1
0.513058979,1
0.503115637,1
0.501724483,1
0.515914592,1
0.515573943,1
0.512842362,1
0.506039286,1
0.517717409,1
0.509346571,1
0.505736523,1
0.513353621,1
0.516344947,1
0.508535648,1
0.503877597,1
0.513424001,1
0.5039886,1
0.515675873,1
0.507556417,1
0.506144338,1
0.512613898,1
0.514079037,1
0.501190693,1
0.507412982,1
0.513997039,1
0.508243178,1
0.51552587,1
0.502636623,1
0.507853217,1
0.508091136,1
0.500817394,1
0.51045702,1
0.504254217,1
0.50123777,1
0.511094174,1
0.512212131,1
0.506042546,1
0.514929838,1
0.504267174,1
0.516198754,1
0.511175409,1
0.502099725,1
0.50324342,1
0.504781724,1
0.509083568,1
0.501575835,1
0.505883958,1
0.51732822,1
0.501446876,1
0.515157714,1
0.507730012,1
0.512980475,1
0.505215676,1
0.508227612,1
0.511570439,1
0.50639005,1
0.508172005,1
0.504717505,1
0.503126099,1
0.505498031,1
0.513008047,1
0.500337762,1
0.503291997,1
0.510388445,1
0.506754649,1
0.501481261,1
0.501628937,1
0.510504612,1
0.5015909,1
0.514019971,1
0.506976985,1
0.500061935,1
0.510303774,1
0.508289383,1
0.504615201,1
0.506111733,1
0.500280667,1
0.510740912,1
0.508026885,1
0.513361448,1
0.511811232,1
0.507078337,1
0.504819671,1
0.504153267,1
0.508304994,1
0.509973087,1
0.514001946,1
0.510296259,1
0.501099383,1
0.504621188,1
0.502546223,1
0.505097048,1
0.506604496,1
0.503161523,1
0.513763517,1
0.505695019,1
0.503015321,1
0.506424544,1
0.51760609,1
0.500377585,1
0.513010218,1
0.51135913,1
0.500320827,1
0.511964268,1
0.508740445,1
0.504969194,1
0.505773623,1
0.511830951,1
0.500503475,1
0.516548456,1
0.516009078,1
0.514577153,1
0.508894339,1
0.507862024,1
0.513212471,1
0.506089306,1
0.509225798,1
0.505832713,1
0.50894694,1
0.502650908,1
0.508292022,1
0.507200092,1
0.504046172,1
0.51103066,1
0.509652156,1
0.511610248,1
0.50669604,1
0.511847564,1
0.502526241,1
0.52026669,1
0.511791448,1
0.512025411,1
0.50036398,1
0.500949096,1
0.516678053,1
0.512281889,1
0.502622616,1
0.507613566,1
0.513727931,1
0.507742589,1
0.506796176,1
0.506379336,1
0.520433553,1
0.508065695,1
0.50014486,1
0.506474241,1
0.512426848,1
0.516239626,1
0.50893875,1
0.501118648,1
0.512780356,1
0.504149832,1
0.501615322,1
0.500701497,1
0.509578306,1
0.517896307,1
0.510581085,1
0.51212415,1
0.500957241,1
0.504917891,1
0.50067653,1
0.504901301,1
0.508944803,1
0.509314202,1
0.512573928,1
0.51077393,1
0.51577044,1
0.512365918,1
0.519740209,1
0.502222155,1
0.501996417,1
0.507612329,1
0.507117827,1
0.503359507,1
0.503757337,1
0.501859299,1
0.508753281,1
0.512421236,1
0.510424689,1
0.513666055,1
0.513041409,1
0.517281007,1
0.508092506,1
0.506587589,1
0.511301572,1
0.507621332,1
0.507585143,1
0.508712186,1
0.505201152,1
0.500969621,1
0.510396079,1
0.513451006,1
0.506974408,1
0.511510803,1
0.511424899,1
0.512340243,1
0.508234478,1
0.504403719,1
0.50863991,1
0.502221175,1
0.509400637,1
0.514835679,1
0.506385193,1
0.504293727,1
0.51045013,1
0.503595588,1
0.518052752,1
0.500747269,1
0.51000327,1
0.502320321,1
0.509633243,1
0.50225941,1
0.501731048,1
0.510925933,1
0.518074294,1
0.506777872,1
0.511320213,1
0.514744726,1
0.502437371,1
0.515577867,1
0.512552514,1
0.504152457,1
0.500335695,1
0.501719466,1
0.520500281,1
0.509535969,1
0.506875374,1
0.510996966,1
0.513155888,1
0.506157464,1
0.502590054,1
0.507813816,1
0.50999023,1
0.506795682,1
0.513001406,1
0.514948104,1
0.505027683,1
0.51712804,1
0.503458727,1
0.504897006,1
0.504990432,1
0.504141148,1
0.518412258,1
0.508612086,1
0.50438743,1
0.503948305,1
0.501824154,1
0.511460622,1
0.515356189,1
0.514993568,1
0.512269144,1
0.509459836,1
0.508775301,1
0.511621681,1
0.501764908,1
0.513513893,1
0.509755337,1
0.512945346,1
0.519872499,1
0.514635308,1
0.512300713,1
0.510055989,1
0.512558001,1
0.513030139,1
0.510548665,1
0.500633535,1
0.509846042,1
0.500974519,1
0.504339066,1
0.508135414,1
0.505618943,1
0.514457886,1
0.516014063,1
0.504066703,1
0.506844185,1
0.505605165,1
0.510979655,1
0.508150615,1
0.506078888,1
0.505238976,1
0.511843507,1
0.503385021,1
0.501463093,1
0.513642228,1
0.501137378,1
0.508490689,1
0.504962245,1
0.50765158,1
0.506040869,1
0.517018076,1
0.504425419,1
0.503206384,1
0.512081785,1
0.505942405,1
0.503244427,1
0.50069528,1
0.500769592,1
0.511124924,1
0.502383362,1
0.505572412,1
0.51843117,1
0.504645904,1
0.50930578,1
0.510693459,1
0.515464871,1
0.503046055,1
0.519739248,1
0.514179842,1
0.510092254,1
0.51026461,1
0.509797668,1
0.504884745,1
0.50010672,1
0.513716962,1
0.502364752,1
0.513084122,1
0.509919061,1
0.506401285,1
0.510780324,1
0.504337106,1
0.501039889,1
0.502973232,1
0.512022275,1
0.510925646,1
0.50562811,1
0.504320317,1
0.509381541,1
0.506271441,1
0.504306988,1
0.503778233,1
0.509452366,1
0.512622123,1
0.515935721,1
0.505531952,1
0.511273624,1
0.509507314,1
0.500725022,1
0.508015148,1
0.510559005,1
0.513479003,1
0.501287142,1
0.50198482,1
0.511963928,1
0.510944112,1
0.507715905,1
0.50788052,1
0.511149074,1
0.511888794,1
0.504594783,1
0.517275056,1
0.504204181,1
0.501383751,1
0.502865391,1
0.504525324,1
0.504655778,1
0.506997501,1
0.509192904,1
0.511005537,1
0.512523248,1
0.501816555,1
0.507303481,1
0.510103517,1
0.51602945,1
0.501735896,1
0.508673662,1
0.505774081,1
0.510421143,1
0.512549529,1
0.503776866,1
0.505024288,1
0.503478886,1
0.50213284,1
0.505605883,1
0.501907371,1
0.514719988,1
0.506170332,1
0.50552344,1
0.513367928,1
0.507262812,1
0.512174171,1
0.505777675,1
0.509910492,1
0.514026082,1
0.516549438,1
0.515752118,1
0.503035735,1
0.515253525,1
0.510150253,1
0.513212181,1
0.507113897,1
0.512749928,1
